"IUCN","IUCN Category","SPEC","Species","COU","Country","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","INVERTEB","Invertebrates","EST","Estonia","PC","Percentage","0","Units",,,1.354,,
"TOT_KNOWN_IND","Total number of indigenous known species","BIRD","Birds","ISR","Israel","NBR","Number","0","Units",,,213,,
"TOT_KNOWN_IND","Total number of indigenous known species","AMPHIBIAN","Amphibians","ISR","Israel","NBR","Number","0","Units",,,7,,
"TOT_KNOWN_IND","Total number of indigenous known species","FISH_TOT","Fish","ISR","Israel","NBR","Number","0","Units",,,32,,
"ENDANGERED_IND","Number of endangered indigenous species","BIRD","Birds","ISR","Israel","NBR","Number","0","Units",,,13,,
"ENDANGERED_IND","Number of endangered indigenous species","AMPHIBIAN","Amphibians","ISR","Israel","NBR","Number","0","Units",,,3,,
"ENDANGERED_IND","Number of endangered indigenous species","FISH_TOT","Fish","ISR","Israel","NBR","Number","0","Units",,,0,,
"CRITICAL_IND","Number of critically endangered indigenous species","BIRD","Birds","ISR","Israel","NBR","Number","0","Units",,,21,,
"CRITICAL_IND","Number of critically endangered indigenous species","AMPHIBIAN","Amphibians","ISR","Israel","NBR","Number","0","Units",,,2,,
"CRITICAL_IND","Number of critically endangered indigenous species","FISH_TOT","Fish","ISR","Israel","NBR","Number","0","Units",,,6,,
"VULNERABLE_IND","Number of vulnerable indigenous species","BIRD","Birds","ISR","Israel","NBR","Number","0","Units",,,31,,
"VULNERABLE_IND","Number of vulnerable indigenous species","AMPHIBIAN","Amphibians","ISR","Israel","NBR","Number","0","Units",,,1,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FISH_TOT","Fish","ISR","Israel","NBR","Number","0","Units",,,0,,
"THREATENED_IND","Total number of indigenous threatened species","BIRD","Birds","ISR","Israel","NBR","Number","0","Units",,,65,,
"THREATENED_IND","Total number of indigenous threatened species","AMPHIBIAN","Amphibians","ISR","Israel","NBR","Number","0","Units",,,6,,
"THREATENED_IND","Total number of indigenous threatened species","FISH_TOT","Fish","ISR","Israel","NBR","Number","0","Units",,,6,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","BIRD","Birds","ISR","Israel","PC","Percentage","0","Units",,,30.516,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","AMPHIBIAN","Amphibians","ISR","Israel","PC","Percentage","0","Units",,,85.714,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","FISH_TOT","Fish","ISR","Israel","PC","Percentage","0","Units",,,18.75,,
"TOT_KNOWN","Total number of known species","MAMMAL","Mammals","LVA","Latvia","NBR","Number","0","Units",,,62,,
"TOT_KNOWN","Total number of known species","BIRD","Birds","LVA","Latvia","NBR","Number","0","Units",,,233,,
"TOT_KNOWN","Total number of known species","REPTILE","Reptiles","LVA","Latvia","NBR","Number","0","Units",,,7,,
"TOT_KNOWN","Total number of known species","AMPHIBIAN","Amphibians","LVA","Latvia","NBR","Number","0","Units",,,13,,
"TOT_KNOWN","Total number of known species","FISH_TOT","Fish","LVA","Latvia","NBR","Number","0","Units",,,87,,
"TOT_KNOWN_IND","Total number of indigenous known species","MAMMAL","Mammals","LVA","Latvia","NBR","Number","0","Units",,,54,,
"TOT_KNOWN_IND","Total number of indigenous known species","BIRD","Birds","LVA","Latvia","NBR","Number","0","Units",,,231,,
"TOT_KNOWN_IND","Total number of indigenous known species","REPTILE","Reptiles","LVA","Latvia","NBR","Number","0","Units",,,7,,
"TOT_KNOWN_IND","Total number of indigenous known species","AMPHIBIAN","Amphibians","LVA","Latvia","NBR","Number","0","Units",,,13,,
"TOT_KNOWN_IND","Total number of indigenous known species","FISH_TOT","Fish","LVA","Latvia","NBR","Number","0","Units",,,72,,
"ENDANGERED","Number of endangered species","MAMMAL","Mammals","LVA","Latvia","NBR","Number","0","Units",,,3,,
"ENDANGERED","Number of endangered species","BIRD","Birds","LVA","Latvia","NBR","Number","0","Units",,,19,,
"ENDANGERED","Number of endangered species","REPTILE","Reptiles","LVA","Latvia","NBR","Number","0","Units",,,1,,
"ENDANGERED","Number of endangered species","AMPHIBIAN","Amphibians","LVA","Latvia","NBR","Number","0","Units",,,1,,
"ENDANGERED","Number of endangered species","FISH_TOT","Fish","LVA","Latvia","NBR","Number","0","Units",,,0,,
"ENDANGERED","Number of endangered species","INVERTEB","Invertebrates","LVA","Latvia","NBR","Number","0","Units",,,38,,
"CRITICAL","Number of critically endangered species","MAMMAL","Mammals","LVA","Latvia","NBR","Number","0","Units",,,0,,
"CRITICAL","Number of critically endangered species","BIRD","Birds","LVA","Latvia","NBR","Number","0","Units",,,4,,
"CRITICAL","Number of critically endangered species","REPTILE","Reptiles","LVA","Latvia","NBR","Number","0","Units",,,1,,
"CRITICAL","Number of critically endangered species","AMPHIBIAN","Amphibians","LVA","Latvia","NBR","Number","0","Units",,,1,,
"CRITICAL","Number of critically endangered species","FISH_TOT","Fish","LVA","Latvia","NBR","Number","0","Units",,,1,,
"CRITICAL","Number of critically endangered species","INVERTEB","Invertebrates","LVA","Latvia","NBR","Number","0","Units",,,7,,
"VULNERABLE","Number of vulnerable species","MAMMAL","Mammals","LVA","Latvia","NBR","Number","0","Units",,,2,,
"VULNERABLE","Number of vulnerable species","BIRD","Birds","LVA","Latvia","NBR","Number","0","Units",,,16,,
"VULNERABLE","Number of vulnerable species","REPTILE","Reptiles","LVA","Latvia","NBR","Number","0","Units",,,0,,
"VULNERABLE","Number of vulnerable species","AMPHIBIAN","Amphibians","LVA","Latvia","NBR","Number","0","Units",,,2,,
"VULNERABLE","Number of vulnerable species","FISH_TOT","Fish","LVA","Latvia","NBR","Number","0","Units",,,1,,
"VULNERABLE","Number of vulnerable species","INVERTEB","Invertebrates","LVA","Latvia","NBR","Number","0","Units",,,34,,
"THREATENED","Total number of threatened species","MAMMAL","Mammals","LVA","Latvia","NBR","Number","0","Units",,,5,,
"THREATENED","Total number of threatened species","BIRD","Birds","LVA","Latvia","NBR","Number","0","Units",,,39,,
"THREATENED","Total number of threatened species","REPTILE","Reptiles","LVA","Latvia","NBR","Number","0","Units",,,2,,
"THREATENED","Total number of threatened species","AMPHIBIAN","Amphibians","LVA","Latvia","NBR","Number","0","Units",,,4,,
"THREATENED","Total number of threatened species","FISH_TOT","Fish","LVA","Latvia","NBR","Number","0","Units",,,2,,
"THREATENED","Total number of threatened species","INVERTEB","Invertebrates","LVA","Latvia","NBR","Number","0","Units",,,79,,
"ENDANGERED_IND","Number of endangered indigenous species","MAMMAL","Mammals","LVA","Latvia","NBR","Number","0","Units",,,3,,
"ENDANGERED_IND","Number of endangered indigenous species","BIRD","Birds","LVA","Latvia","NBR","Number","0","Units",,,19,,
"ENDANGERED_IND","Number of endangered indigenous species","REPTILE","Reptiles","LVA","Latvia","NBR","Number","0","Units",,,1,,
"ENDANGERED_IND","Number of endangered indigenous species","AMPHIBIAN","Amphibians","LVA","Latvia","NBR","Number","0","Units",,,1,,
"ENDANGERED_IND","Number of endangered indigenous species","FISH_TOT","Fish","LVA","Latvia","NBR","Number","0","Units",,,0,,
"CRITICAL_IND","Number of critically endangered indigenous species","MAMMAL","Mammals","LVA","Latvia","NBR","Number","0","Units",,,0,,
"CRITICAL_IND","Number of critically endangered indigenous species","BIRD","Birds","LVA","Latvia","NBR","Number","0","Units",,,4,,
"CRITICAL_IND","Number of critically endangered indigenous species","REPTILE","Reptiles","LVA","Latvia","NBR","Number","0","Units",,,1,,
"CRITICAL_IND","Number of critically endangered indigenous species","AMPHIBIAN","Amphibians","LVA","Latvia","NBR","Number","0","Units",,,1,,
"CRITICAL_IND","Number of critically endangered indigenous species","FISH_TOT","Fish","LVA","Latvia","NBR","Number","0","Units",,,1,,
"VULNERABLE_IND","Number of vulnerable indigenous species","MAMMAL","Mammals","LVA","Latvia","NBR","Number","0","Units",,,2,,
"VULNERABLE_IND","Number of vulnerable indigenous species","BIRD","Birds","LVA","Latvia","NBR","Number","0","Units",,,16,,
"VULNERABLE_IND","Number of vulnerable indigenous species","REPTILE","Reptiles","LVA","Latvia","NBR","Number","0","Units",,,0,,
"VULNERABLE_IND","Number of vulnerable indigenous species","AMPHIBIAN","Amphibians","LVA","Latvia","NBR","Number","0","Units",,,1,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FISH_TOT","Fish","LVA","Latvia","NBR","Number","0","Units",,,1,,
"THREATENED_IND","Total number of indigenous threatened species","MAMMAL","Mammals","LVA","Latvia","NBR","Number","0","Units",,,5,,
"THREATENED_IND","Total number of indigenous threatened species","BIRD","Birds","LVA","Latvia","NBR","Number","0","Units",,,39,,
"THREATENED_IND","Total number of indigenous threatened species","REPTILE","Reptiles","LVA","Latvia","NBR","Number","0","Units",,,2,,
"THREATENED_IND","Total number of indigenous threatened species","AMPHIBIAN","Amphibians","LVA","Latvia","NBR","Number","0","Units",,,3,,
"THREATENED_IND","Total number of indigenous threatened species","FISH_TOT","Fish","LVA","Latvia","NBR","Number","0","Units",,,2,,
"THREAT_PERCENT","Threatened species as % of known species","MAMMAL","Mammals","LVA","Latvia","PC","Percentage","0","Units",,,8.065,,
"THREAT_PERCENT","Threatened species as % of known species","BIRD","Birds","LVA","Latvia","PC","Percentage","0","Units",,,16.738,,
"THREAT_PERCENT","Threatened species as % of known species","REPTILE","Reptiles","LVA","Latvia","PC","Percentage","0","Units",,,28.571,,
"THREAT_PERCENT","Threatened species as % of known species","AMPHIBIAN","Amphibians","LVA","Latvia","PC","Percentage","0","Units",,,30.769,,
"THREAT_PERCENT","Threatened species as % of known species","FISH_TOT","Fish","LVA","Latvia","PC","Percentage","0","Units",,,2.299,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","MAMMAL","Mammals","LVA","Latvia","PC","Percentage","0","Units",,,9.259,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","BIRD","Birds","LVA","Latvia","PC","Percentage","0","Units",,,16.883,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","REPTILE","Reptiles","LVA","Latvia","PC","Percentage","0","Units",,,28.571,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","AMPHIBIAN","Amphibians","LVA","Latvia","PC","Percentage","0","Units",,,23.077,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","FISH_TOT","Fish","LVA","Latvia","PC","Percentage","0","Units",,,2.778,,
"ENDANGERED","Number of endangered species","MAMMAL","Mammals","BRA","Brazil","NBR","Number","0","Units",,,43,,
"ENDANGERED","Number of endangered species","BIRD","Birds","BRA","Brazil","NBR","Number","0","Units",,,71,,
"ENDANGERED","Number of endangered species","REPTILE","Reptiles","BRA","Brazil","NBR","Number","0","Units",,,50,,
"ENDANGERED","Number of endangered species","AMPHIBIAN","Amphibians","BRA","Brazil","NBR","Number","0","Units",,,12,,
"ENDANGERED","Number of endangered species","FISH_TOT","Fish","BRA","Brazil","NBR","Number","0","Units",,,126,,
"ENDANGERED","Number of endangered species","INVERTEB","Invertebrates","BRA","Brazil","NBR","Number","0","Units",,,104,,
"CRITICAL","Number of critically endangered species","MAMMAL","Mammals","BRA","Brazil","NBR","Number","0","Units",,,12,,
"CRITICAL","Number of critically endangered species","BIRD","Birds","BRA","Brazil","NBR","Number","0","Units",,,42,,
"CRITICAL","Number of critically endangered species","REPTILE","Reptiles","BRA","Brazil","NBR","Number","0","Units",,,10,,
"CRITICAL","Number of critically endangered species","AMPHIBIAN","Amphibians","BRA","Brazil","NBR","Number","0","Units",,,18,,
"CRITICAL","Number of critically endangered species","FISH_TOT","Fish","BRA","Brazil","NBR","Number","0","Units",,,135,,
"CRITICAL","Number of critically endangered species","INVERTEB","Invertebrates","BRA","Brazil","NBR","Number","0","Units",,,101,,
"VULNERABLE","Number of vulnerable species","MAMMAL","Mammals","BRA","Brazil","NBR","Number","0","Units",,,55,,
"VULNERABLE","Number of vulnerable species","BIRD","Birds","BRA","Brazil","NBR","Number","0","Units",,,120,,
"VULNERABLE","Number of vulnerable species","REPTILE","Reptiles","BRA","Brazil","NBR","Number","0","Units",,,20,,
"VULNERABLE","Number of vulnerable species","AMPHIBIAN","Amphibians","BRA","Brazil","NBR","Number","0","Units",,,11,,
"VULNERABLE","Number of vulnerable species","FISH_TOT","Fish","BRA","Brazil","NBR","Number","0","Units",,,148,,
"VULNERABLE","Number of vulnerable species","INVERTEB","Invertebrates","BRA","Brazil","NBR","Number","0","Units",,,94,,
"THREATENED","Total number of threatened species","MAMMAL","Mammals","BRA","Brazil","NBR","Number","0","Units",,,110,,
"THREATENED","Total number of threatened species","BIRD","Birds","BRA","Brazil","NBR","Number","0","Units",,,234,,
"THREATENED","Total number of threatened species","REPTILE","Reptiles","BRA","Brazil","NBR","Number","0","Units",,,80,,
"THREATENED","Total number of threatened species","AMPHIBIAN","Amphibians","BRA","Brazil","NBR","Number","0","Units",,,38,,
"THREATENED","Total number of threatened species","FISH_TOT","Fish","BRA","Brazil","NBR","Number","0","Units",,,409,,
"THREATENED","Total number of threatened species","INVERTEB","Invertebrates","BRA","Brazil","NBR","Number","0","Units",,,299,,
"TOT_KNOWN","Total number of known species","INVERTEB","Invertebrates","AUS","Australia","NBR","Number","0","Units",,,114940,,
"ENDANGERED","Number of endangered species","INVERTEB","Invertebrates","AUS","Australia","NBR","Number","0","Units",,,27,,
"CRITICAL","Number of critically endangered species","INVERTEB","Invertebrates","AUS","Australia","NBR","Number","0","Units",,,30,,
"VULNERABLE","Number of vulnerable species","INVERTEB","Invertebrates","AUS","Australia","NBR","Number","0","Units",,,14,,
"THREATENED","Total number of threatened species","INVERTEB","Invertebrates","AUS","Australia","NBR","Number","0","Units",,,71,,
"THREAT_PERCENT","Threatened species as % of known species","INVERTEB","Invertebrates","AUS","Australia","PC","Percentage","0","Units",,,0.062,,
"TOT_KNOWN","Total number of known species","INVERTEB","Invertebrates","BEL","Belgium","NBR","Number","0","Units",,,5238,,
"TOT_KNOWN_IND","Total number of indigenous known species","INVERTEB","Invertebrates","BEL","Belgium","NBR","Number","0","Units",,,5227,,
"ENDANGERED","Number of endangered species","INVERTEB","Invertebrates","BEL","Belgium","NBR","Number","0","Units",,,201,,
"CRITICAL","Number of critically endangered species","INVERTEB","Invertebrates","BEL","Belgium","NBR","Number","0","Units",,,135,,
"VULNERABLE","Number of vulnerable species","INVERTEB","Invertebrates","BEL","Belgium","NBR","Number","0","Units",,,230,,
"THREATENED","Total number of threatened species","INVERTEB","Invertebrates","BEL","Belgium","NBR","Number","0","Units",,,566,,
"ENDANGERED_IND","Number of endangered indigenous species","INVERTEB","Invertebrates","BEL","Belgium","NBR","Number","0","Units",,,201,,
"CRITICAL_IND","Number of critically endangered indigenous species","INVERTEB","Invertebrates","BEL","Belgium","NBR","Number","0","Units",,,135,,
"VULNERABLE_IND","Number of vulnerable indigenous species","INVERTEB","Invertebrates","BEL","Belgium","NBR","Number","0","Units",,,230,,
"THREATENED_IND","Total number of indigenous threatened species","INVERTEB","Invertebrates","BEL","Belgium","NBR","Number","0","Units",,,566,,
"THREAT_PERCENT","Threatened species as % of known species","INVERTEB","Invertebrates","BEL","Belgium","PC","Percentage","0","Units",,,10.806,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","INVERTEB","Invertebrates","BEL","Belgium","PC","Percentage","0","Units",,,10.828,,
"TOT_KNOWN","Total number of known species","INVERTEB","Invertebrates","CZE","Czech Republic","NBR","Number","0","Units",,,32000,,
"ENDANGERED","Number of endangered species","INVERTEB","Invertebrates","CZE","Czech Republic","NBR","Number","0","Units",,,1091,,
"CRITICAL","Number of critically endangered species","INVERTEB","Invertebrates","CZE","Czech Republic","NBR","Number","0","Units",,,961,,
"VULNERABLE","Number of vulnerable species","INVERTEB","Invertebrates","CZE","Czech Republic","NBR","Number","0","Units",,,1261,,
"THREATENED","Total number of threatened species","INVERTEB","Invertebrates","CZE","Czech Republic","NBR","Number","0","Units",,,3313,,
"THREAT_PERCENT","Threatened species as % of known species","INVERTEB","Invertebrates","CZE","Czech Republic","PC","Percentage","0","Units",,,10.353,,
"TOT_KNOWN","Total number of known species","INVERTEB","Invertebrates","DNK","Denmark","NBR","Number","0","Units",,,4270,,
"ENDANGERED","Number of endangered species","INVERTEB","Invertebrates","DNK","Denmark","NBR","Number","0","Units",,,179,,
"CRITICAL","Number of critically endangered species","INVERTEB","Invertebrates","DNK","Denmark","NBR","Number","0","Units",,,104,,
"VULNERABLE","Number of vulnerable species","INVERTEB","Invertebrates","DNK","Denmark","NBR","Number","0","Units",,,319,,
"THREATENED","Total number of threatened species","INVERTEB","Invertebrates","DNK","Denmark","NBR","Number","0","Units",,,602,,
"THREAT_PERCENT","Threatened species as % of known species","INVERTEB","Invertebrates","DNK","Denmark","PC","Percentage","0","Units",,,14.098,,
"TOT_KNOWN","Total number of known species","INVERTEB","Invertebrates","IRL","Ireland","NBR","Number","0","Units",,,1230,,
"ENDANGERED","Number of endangered species","INVERTEB","Invertebrates","IRL","Ireland","NBR","Number","0","Units",,,51,,
"CRITICAL","Number of critically endangered species","INVERTEB","Invertebrates","IRL","Ireland","NBR","Number","0","Units",,,28,,
"VULNERABLE","Number of vulnerable species","INVERTEB","Invertebrates","IRL","Ireland","NBR","Number","0","Units",,,100,,
"THREATENED","Total number of threatened species","INVERTEB","Invertebrates","IRL","Ireland","NBR","Number","0","Units",,,179,,
"THREAT_PERCENT","Threatened species as % of known species","INVERTEB","Invertebrates","IRL","Ireland","PC","Percentage","0","Units",,,14.553,,
"TOT_KNOWN","Total number of known species","INVERTEB","Invertebrates","JPN","Japan","NBR","Number","0","Units",,,5300,,
"ENDANGERED","Number of endangered species","INVERTEB","Invertebrates","JPN","Japan","NBR","Number","0","Units",,,2,,
"VULNERABLE","Number of vulnerable species","INVERTEB","Invertebrates","JPN","Japan","NBR","Number","0","Units",,,43,,
"THREATENED","Total number of threatened species","INVERTEB","Invertebrates","JPN","Japan","NBR","Number","0","Units",,,65,,
"THREAT_PERCENT","Threatened species as % of known species","INVERTEB","Invertebrates","JPN","Japan","PC","Percentage","0","Units",,,1.226,,
"ENDANGERED_IND","Number of endangered indigenous species","FISH_TOT","Fish","KOR","Korea","NBR","Number","0","Units",,,9,,
"ENDANGERED_IND","Number of endangered indigenous species","INVERTEB","Invertebrates","KOR","Korea","NBR","Number","0","Units",,,11,,
"CRITICAL_IND","Number of critically endangered indigenous species","FISH_TOT","Fish","KOR","Korea","NBR","Number","0","Units",,,3,,
"CRITICAL_IND","Number of critically endangered indigenous species","INVERTEB","Invertebrates","KOR","Korea","NBR","Number","0","Units",,,5,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FISH_TOT","Fish","KOR","Korea","NBR","Number","0","Units",,,3,,
"VULNERABLE_IND","Number of vulnerable indigenous species","INVERTEB","Invertebrates","KOR","Korea","NBR","Number","0","Units",,,29,,
"THREATENED_IND","Total number of indigenous threatened species","FISH_TOT","Fish","KOR","Korea","NBR","Number","0","Units",,,15,,
"THREATENED_IND","Total number of indigenous threatened species","INVERTEB","Invertebrates","KOR","Korea","NBR","Number","0","Units",,,45,,
"TOT_KNOWN_IND","Total number of indigenous known species","MAMMAL","Mammals","NLD","Netherlands","NBR","Number","0","Units",,,53,,
"TOT_KNOWN_IND","Total number of indigenous known species","BIRD","Birds","NLD","Netherlands","NBR","Number","0","Units",,,168,,
"TOT_KNOWN_IND","Total number of indigenous known species","REPTILE","Reptiles","NLD","Netherlands","NBR","Number","0","Units",,,7,,
"TOT_KNOWN_IND","Total number of indigenous known species","INVERTEB","Invertebrates","NLD","Netherlands","NBR","Number","0","Units",,,507,,
"ENDANGERED_IND","Number of endangered indigenous species","MAMMAL","Mammals","NLD","Netherlands","NBR","Number","0","Units",,,0,,
"ENDANGERED_IND","Number of endangered indigenous species","BIRD","Birds","NLD","Netherlands","NBR","Number","0","Units",,,11,,
"ENDANGERED_IND","Number of endangered indigenous species","REPTILE","Reptiles","NLD","Netherlands","NBR","Number","0","Units",,,0,,
"ENDANGERED_IND","Number of endangered indigenous species","AMPHIBIAN","Amphibians","NLD","Netherlands","NBR","Number","0","Units",,,3,,
"ENDANGERED_IND","Number of endangered indigenous species","INVERTEB","Invertebrates","NLD","Netherlands","NBR","Number","0","Units",,,61,,
"CRITICAL_IND","Number of critically endangered indigenous species","MAMMAL","Mammals","NLD","Netherlands","NBR","Number","0","Units",,,2,,
"CRITICAL_IND","Number of critically endangered indigenous species","BIRD","Birds","NLD","Netherlands","NBR","Number","0","Units",,,11,,
"CRITICAL_IND","Number of critically endangered indigenous species","REPTILE","Reptiles","NLD","Netherlands","NBR","Number","0","Units",,,1,,
"CRITICAL_IND","Number of critically endangered indigenous species","INVERTEB","Invertebrates","NLD","Netherlands","NBR","Number","0","Units",,,50,,
"VULNERABLE_IND","Number of vulnerable indigenous species","MAMMAL","Mammals","NLD","Netherlands","NBR","Number","0","Units",,,8,,
"VULNERABLE_IND","Number of vulnerable indigenous species","BIRD","Birds","NLD","Netherlands","NBR","Number","0","Units",,,19,,
"VULNERABLE_IND","Number of vulnerable indigenous species","REPTILE","Reptiles","NLD","Netherlands","NBR","Number","0","Units",,,4,,
"VULNERABLE_IND","Number of vulnerable indigenous species","AMPHIBIAN","Amphibians","NLD","Netherlands","NBR","Number","0","Units",,,3,,
"VULNERABLE_IND","Number of vulnerable indigenous species","INVERTEB","Invertebrates","NLD","Netherlands","NBR","Number","0","Units",,,51,,
"THREATENED_IND","Total number of indigenous threatened species","MAMMAL","Mammals","NLD","Netherlands","NBR","Number","0","Units",,,10,,
"THREATENED_IND","Total number of indigenous threatened species","BIRD","Birds","NLD","Netherlands","NBR","Number","0","Units",,,41,,
"THREATENED_IND","Total number of indigenous threatened species","REPTILE","Reptiles","NLD","Netherlands","NBR","Number","0","Units",,,5,,
"THREATENED_IND","Total number of indigenous threatened species","INVERTEB","Invertebrates","NLD","Netherlands","NBR","Number","0","Units",,,162,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","MAMMAL","Mammals","NLD","Netherlands","PC","Percentage","0","Units",,,18.868,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","BIRD","Birds","NLD","Netherlands","PC","Percentage","0","Units",,,24.405,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","REPTILE","Reptiles","NLD","Netherlands","PC","Percentage","0","Units",,,71.429,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","INVERTEB","Invertebrates","NLD","Netherlands","PC","Percentage","0","Units",,,31.953,,
"TOT_KNOWN_IND","Total number of indigenous known species","INVERTEB","Invertebrates","ESP","Spain","NBR","Number","0","Units",,,42870,,
"ENDANGERED","Number of endangered species","INVERTEB","Invertebrates","ESP","Spain","NBR","Number","0","Units",,,54,,
"CRITICAL","Number of critically endangered species","INVERTEB","Invertebrates","ESP","Spain","NBR","Number","0","Units",,,20,,
"VULNERABLE","Number of vulnerable species","INVERTEB","Invertebrates","ESP","Spain","NBR","Number","0","Units",,,164,,
"THREATENED","Total number of threatened species","INVERTEB","Invertebrates","ESP","Spain","NBR","Number","0","Units",,,238,,
"ENDANGERED_IND","Number of endangered indigenous species","INVERTEB","Invertebrates","ESP","Spain","NBR","Number","0","Units",,,54,,
"CRITICAL_IND","Number of critically endangered indigenous species","INVERTEB","Invertebrates","ESP","Spain","NBR","Number","0","Units",,,20,,
"VULNERABLE_IND","Number of vulnerable indigenous species","INVERTEB","Invertebrates","ESP","Spain","NBR","Number","0","Units",,,164,,
"THREATENED_IND","Total number of indigenous threatened species","INVERTEB","Invertebrates","ESP","Spain","NBR","Number","0","Units",,,238,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","INVERTEB","Invertebrates","ESP","Spain","PC","Percentage","0","Units",,,0.555,,
"TOT_KNOWN","Total number of known species","MAMMAL","Mammals","CRI","Costa Rica","NBR","Number","0","Units",,,241,,
"TOT_KNOWN","Total number of known species","BIRD","Birds","CRI","Costa Rica","NBR","Number","0","Units",,,890,,
"TOT_KNOWN","Total number of known species","REPTILE","Reptiles","CRI","Costa Rica","NBR","Number","0","Units",,,196,,
"TOT_KNOWN","Total number of known species","AMPHIBIAN","Amphibians","CRI","Costa Rica","NBR","Number","0","Units",,,191,,
"TOT_KNOWN","Total number of known species","INVERTEB","Invertebrates","CRI","Costa Rica","NBR","Number","0","Units",,,447,,
"ENDANGERED","Number of endangered species","MAMMAL","Mammals","CRI","Costa Rica","NBR","Number","0","Units",,,7,,
"ENDANGERED","Number of endangered species","BIRD","Birds","CRI","Costa Rica","NBR","Number","0","Units",,,9,,
"ENDANGERED","Number of endangered species","REPTILE","Reptiles","CRI","Costa Rica","NBR","Number","0","Units",,,5,,
"ENDANGERED","Number of endangered species","AMPHIBIAN","Amphibians","CRI","Costa Rica","NBR","Number","0","Units",,,22,,
"CRITICAL","Number of critically endangered species","BIRD","Birds","CRI","Costa Rica","NBR","Number","0","Units",,,2,,
"CRITICAL","Number of critically endangered species","REPTILE","Reptiles","CRI","Costa Rica","NBR","Number","0","Units",,,3,,
"CRITICAL","Number of critically endangered species","AMPHIBIAN","Amphibians","CRI","Costa Rica","NBR","Number","0","Units",,,23,,
"VULNERABLE","Number of vulnerable species","MAMMAL","Mammals","CRI","Costa Rica","NBR","Number","0","Units",,,13,,
"VULNERABLE","Number of vulnerable species","BIRD","Birds","CRI","Costa Rica","NBR","Number","0","Units",,,19,,
"VULNERABLE","Number of vulnerable species","REPTILE","Reptiles","CRI","Costa Rica","NBR","Number","0","Units",,,5,,
"VULNERABLE","Number of vulnerable species","AMPHIBIAN","Amphibians","CRI","Costa Rica","NBR","Number","0","Units",,,15,,
"THREATENED","Total number of threatened species","MAMMAL","Mammals","CRI","Costa Rica","NBR","Number","0","Units",,,21,,
"THREATENED","Total number of threatened species","BIRD","Birds","CRI","Costa Rica","NBR","Number","0","Units",,,30,,
"THREATENED","Total number of threatened species","REPTILE","Reptiles","CRI","Costa Rica","NBR","Number","0","Units",,,13,,
"THREATENED","Total number of threatened species","AMPHIBIAN","Amphibians","CRI","Costa Rica","NBR","Number","0","Units",,,60,,
"THREAT_PERCENT","Threatened species as % of known species","MAMMAL","Mammals","CRI","Costa Rica","PC","Percentage","0","Units",,,8.714,,
"THREAT_PERCENT","Threatened species as % of known species","BIRD","Birds","CRI","Costa Rica","PC","Percentage","0","Units",,,3.371,,
"THREAT_PERCENT","Threatened species as % of known species","REPTILE","Reptiles","CRI","Costa Rica","PC","Percentage","0","Units",,,6.633,,
"THREAT_PERCENT","Threatened species as % of known species","AMPHIBIAN","Amphibians","CRI","Costa Rica","PC","Percentage","0","Units",,,31.414,,
"TOT_KNOWN","Total number of known species","INVERTEB","Invertebrates","LVA","Latvia","NBR","Number","0","Units",,,17100,,
"TOT_KNOWN_IND","Total number of indigenous known species","INVERTEB","Invertebrates","LVA","Latvia","NBR","Number","0","Units",,,17000,,
"ENDANGERED_IND","Number of endangered indigenous species","INVERTEB","Invertebrates","LVA","Latvia","NBR","Number","0","Units",,,38,,
"CRITICAL_IND","Number of critically endangered indigenous species","INVERTEB","Invertebrates","LVA","Latvia","NBR","Number","0","Units",,,7,,
"VULNERABLE_IND","Number of vulnerable indigenous species","INVERTEB","Invertebrates","LVA","Latvia","NBR","Number","0","Units",,,34,,
"THREATENED_IND","Total number of indigenous threatened species","INVERTEB","Invertebrates","LVA","Latvia","NBR","Number","0","Units",,,79,,
"THREAT_PERCENT","Threatened species as % of known species","INVERTEB","Invertebrates","LVA","Latvia","PC","Percentage","0","Units",,,0.462,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","INVERTEB","Invertebrates","LVA","Latvia","PC","Percentage","0","Units",,,0.465,,
